NOMBRE,ID_PERSONA,EDAD,CAMARA_COMERCIO,SUPERINTENDENCIA_TURISMO,MIEMBRO_COMUNIDAD
OakleyBenedict,1093,33,T,F,F
EddGiles,1094,75,T,T,F
PaulOrie,1095,91,F,T,T
ElishaCloyd,1096,66,T,T,T
OdinBennett,1097,79,F,T,T
BeeAsher,1098,18,F,T,T
RafaelEthel,1099,63,F,T,T
WillieCurtis,1100,19,T,T,T
MorrisNoah,1101,72,F,T,T
AllieCornelius,1102,50,F,F,F
JasperNathan,1103,70,F,T,T
JohnathanElder,1104,29,T,F,F
MichaelTeddy,1105,45,F,F,T
RollinThaddeus,1106,92,F,F,T
BenjimanLeroy,1107,59,F,F,T
AugustineGarfield,1108,42,F,F,F
AdolfDorsey,1109,22,T,F,F
EmmetBuford,1110,29,T,T,T
MarshallGustaf,1111,36,T,F,T
ElmerEmma,1112,37,T,T,T
LonOtha,1113,87,T,F,F
GordonLoyd,1114,98,F,T,F
DarwinVern,1115,52,T,T,F
HarveyGerald,1116,43,T,F,T
GeoEvert,1117,35,T,T,T
MatGabriel,1118,81,T,F,T
NormanPeter,1119,96,T,F,F
CurleySydney,1120,86,T,T,T
VerneAb,1121,55,T,F,T
FullerRodney,1122,66,F,F,T
HampAlmer,1123,73,T,T,T
JessEldred,1124,94,T,F,T
JodieJoshua,1125,31,T,T,F
LeslieJosh,1126,54,T,T,T
BertramJerome,1127,75,T,F,T
IssacDenver,1128,52,F,F,T
DeanRandolph,1129,47,T,F,T
FayAllison,1130,93,F,F,F
IgnatiusAllie,1131,35,F,F,T
LynnOrin,1132,89,F,F,F
ZebJerry,1133,36,F,T,T
WashingtonPearlie,1134,99,T,F,F
CareyJeremiah,1135,72,T,F,T
LemonDoss,1136,82,F,F,F
OrloBartholomew,1137,90,F,F,F
ClemonBenjamin,1138,49,F,T,T
ThorntonEzra,1139,76,F,F,F
MortimerMatt,1140,72,F,F,F
WilmerElmore,1141,92,F,F,T
MeltonLum,1142,45,F,F,F
HardyCarey,1143,99,F,F,T
WillyClair,1144,80,F,T,T
GustaveJonathan,1145,75,F,T,F
OrrinElmore,1146,82,T,F,T
HaywoodCampbell,1147,79,F,T,T
HugoEthan,1148,59,F,T,F
AronRosco,1149,36,F,F,T
AdmiralGrover,1150,99,T,T,F
LucasErwin,1151,51,F,F,F
GeorgeMinor,1152,96,F,F,T
JuliusLamar,1153,61,T,T,F
GraceArmond,1154,70,F,F,F
GeoSpencer,1155,56,T,F,F
ArlieRussell,1156,68,F,F,T
FranzFinley,1157,52,F,F,T
WilliamsBertrand,1158,65,T,F,F
LoisBrown,1159,19,T,F,T
OraDavid,1160,39,F,F,F
GroverHenry,1161,62,T,T,T
OrrinSteve,1162,25,F,F,T
TimWaldo,1163,64,T,F,T
CarltonRalph,1164,24,T,T,T
AlvinAlton,1165,92,F,T,T
MckinleyAmbrose,1166,53,F,F,T
TheodoreMarcus,1167,23,F,F,T
YeeWilliam,1168,76,F,T,F
WaldoTravis,1169,41,T,T,T
ThadMinnie,1170,67,T,F,F
HarleyMoses,1171,26,T,F,T
GilesLum,1172,32,F,T,F
LeroyGerard,1173,69,F,F,T
MattieManford,1174,72,F,T,T
IraBradford,1175,38,T,F,T
ElishaLafayette,1176,95,F,F,F
ErvinHans,1177,52,F,F,F
OrionColey,1178,72,T,T,T
AdamClark,1179,91,F,T,T
BaileyTalmage,1180,92,F,F,F
HamptonOle,1181,19,T,F,T
MillardMason,1182,26,T,T,F
ArchMitchel,1183,62,F,T,T
AugustinAugusta,1184,89,T,F,T
ClintonAshley,1185,25,T,F,T
RussellWilford,1186,59,T,F,F
AugustinBruce,1187,48,F,F,F
VanceJohnnie,1188,39,F,F,F
ElzieOdie,1189,96,T,T,F
WilfredEzekiel,1190,48,T,F,F
ArchibaldLeon,1191,87,F,T,F
DuaneJordan,1192,56,F,T,F
MattOrrie,1193,57,F,T,F
LarkinIsom,1194,35,T,F,T
JoshRandall,1195,26,F,F,F
JoelCarter,1196,34,T,T,T
CarterClair,1197,61,F,T,T
ChristClem,1198,32,F,F,F
HarveyQuincy,1199,98,F,F,F
IreneNed,1200,95,F,T,T
NeilVal,1201,72,T,F,F
MervinAlger,1202,19,T,T,T
AxelSidney,1203,57,F,T,T
BossEdgar,1204,52,T,F,F
BrunoEmerson,1205,46,T,T,F
CalebBennett,1206,31,F,F,F
PrinceGrover,1207,38,F,F,F
PriceYoung,1208,91,T,T,T
BufordNoble,1209,86,T,T,T
HansDallas,1210,84,F,T,F
RogersTim,1211,62,F,T,F
LukeJohnny,1212,93,F,T,F
ErnstLouie,1213,99,T,F,F
FerdinandRoscoe,1214,96,T,T,F
NeilLouie,1215,78,F,F,T
HoytBurr,1216,76,F,T,F
MerrittCarleton,1217,46,T,F,T
ArmandDominic,1218,77,T,F,F
CassiusCaleb,1219,47,F,F,T
ClareNellie,1220,89,T,T,T
FosterWarner,1221,92,T,T,F
GravesBenton,1222,93,F,T,F
ZebJennings,1223,18,T,T,T
AsaScott,1224,94,T,F,T
EgbertMadison,1225,84,T,F,F
BradyIrving,1226,24,F,F,T
ShadeElmo,1227,32,T,F,T
FranklynAnthony,1228,53,T,T,T
DonaldJules,1229,79,T,F,F
RolandSydney,1230,73,F,F,F
MillardRush,1231,89,F,T,T
JesseJessie,1232,68,F,T,F
NewtonBarry,1233,93,F,F,F
OrrinLacy,1234,57,F,T,F
LesterIrvin,1235,99,T,T,T
MurryDayton,1236,39,F,F,F
LevyElmore,1237,30,T,F,T
GussAlpha,1238,60,T,T,T
SandyRosendo,1239,47,F,F,F
EverttNewt,1240,34,T,F,F
FrazierTracy,1241,42,T,T,T
FranciscoAndy,1242,66,T,F,F
ColemanIsiah,1243,40,F,T,T
WilfordRoswell,1244,36,F,T,T
LemuelIsaac,1245,35,F,F,F
MadisonCarlos,1246,66,F,F,T
LucyAllie,1247,38,F,T,T
DaytonAlto,1248,46,T,F,T
AnastacioSebastian,1249,79,T,T,F
MarshallZack,1250,86,F,T,F
PrinceMarcellus,1251,64,T,F,T
DelmerEvans,1252,35,T,F,T
ClementBishop,1253,75,T,T,F
OrieSanford,1254,36,T,F,T
LewisGraham,1255,71,F,F,F
SethBernardo,1256,49,F,F,T
AbelClyde,1257,24,F,T,F
ReginaldBruno,1258,59,F,T,T
HiramConnie,1259,68,F,T,F
LlewellynTom,1260,96,F,T,F
RusselRussel,1261,62,T,F,T
BossWashington,1262,67,T,T,T
AugustBrown,1263,23,F,T,T
VerneWylie,1264,41,F,T,F
BoydLoren,1265,39,T,F,T
LaurenceArnold,1266,78,T,F,T
PerryOrville,1267,57,F,T,F
LynnMarsh,1268,22,T,F,F
LuciousHamilton,1269,37,F,T,T
ErastusEthel,1270,29,F,F,F
CaryVan,1271,24,T,F,T
JonesLloyd,1272,25,T,T,T
VesterWinfred,1273,30,T,T,F
AltonMyles,1274,83,T,T,F
SampsonWirt,1275,94,F,F,T
RamonPerry,1276,39,T,T,F
JuliusFay,1277,79,F,F,T
BurrelAlonzo,1278,35,T,F,T
EdmondHorace,1279,72,F,T,T
HiramWilber,1280,46,F,T,T
HowellJudson,1281,98,F,T,F
BasilLois,1282,58,F,T,T
JackWallace,1283,23,F,F,T
BenjamineCharley,1284,78,F,T,T
FritzBradford,1285,59,T,F,T
ColonelHenery,1286,92,F,F,T
LillieOrla,1287,63,F,T,T
GiffordJewell,1288,98,T,T,T
AlvaReed,1289,60,F,T,F
StanleyAlexander,1290,90,T,T,F
JamesVern,1291,38,F,T,T
HendersonPhil,1292,27,T,T,T
DinkSpencer,1293,39,F,T,F
MichealAl,1294,42,F,T,F
JackBird,1295,61,T,T,F
EmmaOllie,1296,91,F,F,F
MartinMabel,1297,50,T,T,F
CurtGarland,1298,52,F,F,F
VernSterling,1299,82,T,T,F
TheodoreRodney,1300,99,F,T,T
FreddieOkey,1301,73,T,F,T
StuartJames,1302,81,F,T,T
BartAnderson,1303,23,T,F,F
TaylorCurtis,1304,75,F,T,T
LyleIra,1305,95,T,F,T
EdnaFrederic,1306,64,T,T,F
AloysiusAlphonso,1307,49,F,T,T
AleckFranklin,1308,23,T,T,T
JustinRoman,1309,87,T,F,T
OtisJonas,1310,58,T,T,T
HayesBessie,1311,99,T,F,F
GustaveReed,1312,72,F,T,F
OrlandoVolney,1313,55,T,T,F
AlpheusGeneral,1314,76,T,T,T
ClareGrady,1315,59,T,F,F
DeeReuben,1316,31,T,T,T
EricCornelious,1317,67,T,F,T
TalmageBee,1318,97,T,F,T
BartleyBillie,1319,33,T,T,T
BlaineGerald,1320,22,F,F,F
BessieVern,1321,33,F,T,F
HumphreyFinis,1322,69,T,T,F
AdolphCleave,1323,79,F,T,T
DanielTroy,1324,58,F,F,F
LacyBeverly,1325,37,T,T,T
FredFrancis,1326,73,T,T,F
ReynoldUlysses,1327,45,F,T,T
FritzMont,1328,90,F,T,F
LorenzoClair,1329,62,T,F,F
WyattSol,1330,20,F,F,T
CarolBartholomew,1331,62,F,F,F
ElmerHughie,1332,54,T,T,T
MackSmith,1333,71,T,T,T
OrloBryant,1334,28,T,F,T
ForestAlonza,1335,95,F,T,T
BertrandLyman,1336,99,F,F,T
MerlinDell,1337,20,T,T,F
ShirleyAlma,1338,35,T,F,F
EzekielArmstead,1339,98,F,T,F
NewtJerome,1340,60,F,T,F
PeterLucius,1341,41,T,T,T
CrawfordMyron,1342,32,F,F,T
WaltonAubrey,1343,44,F,T,F
ThaddeusHilliard,1344,44,T,F,T
LemBertha,1345,44,T,F,F
MasonJean,1346,47,F,F,T
LarkinVincent,1347,96,F,F,F
WilliamsLafayette,1348,38,T,T,T
FredRonald,1349,47,T,T,F
ClareJoshua,1350,80,F,F,T
EligaDillard,1351,36,T,F,T
ErnstIva,1352,90,F,T,F
SampsonOrla,1353,66,F,T,F
JoesphGuss,1354,53,T,T,F
LucianEdmund,1355,27,F,F,F
MarlinSamuel,1356,31,F,F,F
BurtonWiley,1357,43,F,F,F
DwightEmmit,1358,55,T,T,F
AltoHarry,1359,44,F,F,F
WaldoEzekiel,1360,33,F,T,T
MahlonAvery,1361,72,T,T,F
MatthewFrancisco,1362,20,F,T,F
AlbertoEphraim,1363,44,T,F,T
IvanAlvis,1364,92,T,T,F
QuincyAlvis,1365,56,T,F,F
FateErastus,1366,76,F,T,T
BartholomewEmerson,1367,58,F,T,T
MarshallCourtney,1368,26,T,F,F
RushGranville,1369,48,T,F,F
LandonBud,1370,77,F,F,T
GilbertCarson,1371,89,T,T,F
FelixLouise,1372,63,T,F,F
TrumanGlenn,1373,92,F,F,F
ClintonWallace,1374,80,T,T,F
PatrickAlois,1375,75,F,F,F
WellingtonRubin,1376,84,T,T,T
AntoneFranklin,1377,22,F,T,F
IsidoreFloyd,1378,22,F,T,T
LigeDallas,1379,83,F,F,T
OlinCarmen,1380,49,T,F,F
MorrisLindsay,1381,18,F,F,F
NathanJuan,1382,54,F,T,F
WylieDuane,1383,69,T,T,T
HughLindsay,1384,89,F,F,F
IrwinByron,1385,90,T,F,T
RandolphOcie,1386,87,T,F,F
ParkerHazel,1387,77,F,F,F
AlfordByron,1388,73,T,T,F
HollieElias,1389,56,T,F,F
EssieDow,1390,95,T,F,T
SterlingParis,1391,22,F,T,F
SterlingFreeman,1392,62,F,F,T
HarryDayton,1393,60,T,F,T
GabeSterling,1394,30,F,T,F
FedericoLeo,1395,62,F,T,T
ConradErnie,1396,77,F,T,T
HerbertIrving,1397,35,T,T,T
JessieLandon,1398,89,T,F,F
MalcolmThornton,1399,85,F,T,F
CarterMurphy,1400,54,T,F,T
GregoryColumbus,1401,34,F,T,T
ChristianAlec,1402,36,F,T,T
MilfordOris,1403,60,F,F,T
ButlerLeigh,1404,29,T,F,F
ElliottAlphonsus,1405,41,T,F,F
BennyMatthew,1406,59,T,T,F
WilmerShirley,1407,76,F,F,T
WeldonDon,1408,57,T,F,F
MauricePhil,1409,72,F,F,F
JesusTaylor,1410,25,F,F,F
JonasSoloman,1411,89,F,F,T
RoscoeLonnie,1412,68,T,T,T
LucianSullivan,1413,75,F,T,T
SaulNorris,1414,54,F,T,F
AlmonEddie,1415,38,F,F,T
DocWyatt,1416,56,F,F,T
DonaldColeman,1417,59,F,F,F
AugustineTomas,1418,76,F,F,F
AdolphFuller,1419,81,F,T,T
IsadoreNat,1420,90,F,F,F
GustavJohn,1421,56,T,T,T
AugustGrady,1422,50,T,T,F
LewZeke,1423,72,T,T,F
GaryVan,1424,83,T,F,T
WiltonClaude,1425,81,F,T,F
TaylorClayton,1426,96,T,T,F
ChalmersBenjamine,1427,58,F,F,F
AdenOrville,1428,29,F,T,T
ChaseFrancisco,1429,41,T,F,T
VirgilMorris,1430,65,F,T,T
HerbertFord,1431,79,T,F,F
HomerAbraham,1432,73,F,T,F
IsidoreAllan,1433,36,T,F,T
ChrisJune,1434,96,F,T,F
JuanTimothy,1435,41,F,F,T
MeltonCassius,1436,33,T,F,T
SeymourDamon,1437,79,F,T,T
SherwoodHerschel,1438,80,T,F,T
WilmerLewis,1439,18,F,F,T
CorneliusParker,1440,47,T,T,T
GustavSpurgeon,1441,33,F,F,T
RoyalAce,1442,75,F,F,F
NeelyHarold,1443,89,T,F,T
HugoRollin,1444,70,T,F,F
LutherCora,1445,58,F,T,T
EdLavern,1446,74,F,F,F
WillardLuke,1447,36,T,F,F
IrvingHenderson,1448,37,T,F,F
HudsonSandy,1449,66,F,T,T
WaldoGriffin,1450,53,T,F,F
HillardEmma,1451,29,F,F,F
WilbertCameron,1452,89,F,F,T
EmmettEthan,1453,27,F,T,T
MarvinRafael,1454,41,T,T,F
ElmoMeyer,1455,93,T,T,F
VincentClayton,1456,48,F,T,T
BruceHardy,1457,44,T,F,F
PhilFranklin,1458,59,F,F,T
BishopArthur,1459,57,T,F,F
ChristianMarcel,1460,80,T,T,F
GerhardMaxwell,1461,31,T,F,T
GeneralElige,1462,50,T,F,F
HaroldHam,1463,58,F,F,F
HarperKirk,1464,32,F,T,F
AlfordGiles,1465,80,T,F,T
AlonzaMelvin,1466,85,T,F,F
HurleyJodie,1467,31,F,F,F
LeslieAlexander,1468,91,F,T,T
GordonDenis,1469,32,F,T,F
JohnieWilfred,1470,38,F,F,T
GeneSimon,1471,71,F,T,F
NorrisAlexander,1472,72,F,F,F
LarryTruman,1473,56,F,F,F
EmoryHal,1474,41,T,F,F
ByronEdwin,1475,27,F,T,T
LeonidasLevi,1476,75,F,T,T
GarlandDorsey,1477,25,F,F,F
LyleBarney,1478,97,F,F,T
OranAlvah,1479,38,T,T,T
MosesRalph,1480,36,T,F,F
RollandLoyal,1481,79,F,T,F
SarahPercival,1482,18,F,T,T
JeffersonConrad,1483,66,F,T,T
EdgarUrban,1484,91,F,T,F
MaudeAdams,1485,78,T,F,F
NapoleonPresley,1486,95,T,T,T
LeroyAshby,1487,88,F,T,F
HampLincoln,1488,97,T,F,F
RoseHence,1489,96,F,T,T
BillMilo,1490,22,F,F,F
OleAlbion,1491,62,F,T,T
OliverTaylor,1492,73,T,T,T
JakeBluford,1493,56,T,T,T
ColemanReuben,1494,45,T,F,F
PearlieOwens,1495,87,F,F,T
OthoLillian,1496,58,F,T,T
JacobGustave,1497,19,T,T,T
EdsonGuilford,1498,77,F,T,F
AntonioYee,1499,53,F,F,T
MellJosephine,1500,23,F,T,F
MonroeElmer,1501,76,T,T,F
JacquesGilbert,1502,82,F,T,T
MarcellusJose,1503,80,T,F,T
WaymanGerald,1504,93,F,F,F
ProsperIsrael,1505,77,F,T,F
HaroldMarshal,1506,27,F,T,T
LesterCornelius,1507,84,F,T,T
RossDomingo,1508,61,F,F,T
OwenEinar,1509,59,T,F,F
TedBennie,1510,91,F,F,T
AngusGust,1511,76,T,F,T
CorneliusCurtis,1512,80,F,T,T
HarrisonLennie,1513,88,T,T,T
RufusFreddie,1514,67,T,T,F
RollinCornelius,1515,26,F,F,F
CarlHarper,1516,18,T,F,F
JewelShelby,1517,48,F,T,T
OrinBabe,1518,74,F,F,T
MiltonWilber,1519,81,F,F,F
HandyLester,1520,28,F,F,T
WilsonAsher,1521,34,F,T,F
HoseaColonel,1522,28,T,T,F
ClevelandBradley,1523,28,F,F,T
GregorioWilton,1524,86,F,T,F
MerleWinfred,1525,88,F,F,T
GustDuncan,1526,93,T,F,F
RaymondAllen,1527,80,F,F,F
ElizabethAugustus,1528,46,F,F,T
JerryJudge,1529,69,F,T,F
OleHamp,1530,66,F,T,F
CarmineMilford,1531,87,F,T,F
HarmanZack,1532,77,F,F,F
StuartRaymond,1533,52,F,T,T
CasperJoesph,1534,49,T,T,T
KarlTommy,1535,27,F,F,F
JosiahAvon,1536,44,F,F,T
ThurmanWiley,1537,27,F,T,T
HurleyLarry,1538,72,F,T,F
MikeTruman,1539,75,T,T,T
JeromeHosea,1540,34,T,T,F
TonyListon,1541,34,F,F,F
ByrdGideon,1542,86,F,F,F
FermanJimmie,1543,94,F,F,F
GerhardHerschel,1544,40,F,T,F
ClaireStuart,1545,23,F,F,T
OrleyRay,1546,72,F,F,F
RussellFerdinand,1547,84,F,F,F
ScottMerrill,1548,84,F,T,T
JacobBart,1549,55,F,F,F
ShirleyJim,1550,18,T,T,F
AdolfHarris,1551,47,F,T,T
DrewCecil,1552,21,F,T,F
MamieAlton,1553,64,F,F,F
HerschelBlanchard,1554,77,F,F,T
JamesWilmer,1555,49,T,F,F
EthanMurray,1556,97,F,F,F
HelenEstel,1557,55,T,T,T
EllisMae,1558,79,F,T,T
WashJoseph,1559,72,T,F,F
BlufordMark,1560,21,T,T,T
BrooksOtis,1561,25,F,F,F
ElwinAbram,1562,97,T,T,T
JonahTheo,1563,87,T,F,T
PorterSaul,1564,32,T,T,F
ErnestRamon,1565,72,T,F,F
OtisLem,1566,18,F,F,T
PatsyAbram,1567,83,T,F,T
IvanAbe,1568,56,T,T,T
OthoAron,1569,51,F,T,F
LewisAllie,1570,49,T,T,T
LarkRaleigh,1571,34,T,T,T
CarletonFelipe,1572,20,T,F,F
IrlWalton,1573,63,F,T,F
FloydCarey,1574,66,F,T,T
AntonCarlton,1575,72,T,T,F
MattJule,1576,95,F,F,T
EricGuss,1577,51,T,T,T
NeilEwell,1578,31,F,T,F
LindseyBenjamine,1579,38,T,F,T
SilasWilliams,1580,83,T,T,T
BossGordon,1581,65,T,F,T
FosterAlvie,1582,58,F,F,T
AlfredAngel,1583,79,F,T,F
RossLacy,1584,89,F,F,T
FletcherMadison,1585,60,T,F,T
WashingtonOwen,1586,59,F,T,F
StanleyCarrie,1587,86,T,F,F
ByronRoman,1588,72,F,F,F
JimmieJuan,1589,78,T,T,F
RafaelJean,1590,19,F,T,T
ElizahAlonza,1591,48,F,F,T
EssieWash,1592,33,F,T,F
SylvanusTimothy,1593,45,F,T,F
CharlieFranz,1594,77,T,F,F
LindseyEzekiel,1595,62,T,F,T
LusterCurley,1596,24,F,F,T
AddisonLouie,1597,35,F,F,F
EricNicholas,1598,43,F,T,T
ThurstonLeroy,1599,91,F,T,T
GeorgiaBurton,1600,94,T,F,F
LaurenceEzra,1601,61,T,T,T
BenjaminAndy,1602,66,F,F,T
DanielElmore,1603,48,F,F,F
WilliamsAvon,1604,27,T,T,T
ValentineCurtis,1605,82,T,F,F
LemonHobart,1606,96,F,T,F
SmithAnson,1607,22,F,T,T
HubertWilhelm,1608,98,T,F,F
AlvisElmo,1609,36,T,F,T
NormanDoc,1610,31,T,F,T
BaxterDana,1611,45,T,F,T
ParkerMildred,1612,35,F,F,F
DavidLawrence,1613,78,T,F,F
BurtJoe,1614,83,F,F,F
PearlThurman,1615,88,T,F,T
MontCorbett,1616,56,T,T,T
PressAlonza,1617,59,T,T,T
BradyMerrill,1618,69,T,F,F
MyronJean,1619,55,F,T,F
HowardOlen,1620,19,F,T,T
EbbieAsa,1621,22,T,F,T
MaxClifton,1622,57,T,T,F
JasperMarshall,1623,59,T,T,F
DavidForest,1624,68,T,F,T
CarlOscar,1625,91,F,F,F
JoeMyron,1626,53,T,T,T
GussDayton,1627,95,T,F,T
TaylorAvery,1628,24,T,T,F
LueMoses,1629,69,T,F,T
HarveyEugene,1630,37,F,T,T
ClaudeScott,1631,95,F,F,T
AnsonJake,1632,36,T,T,T
ZackDexter,1633,49,T,T,F
FloydBurr,1634,92,F,T,T
PearlChrist,1635,78,F,F,F
EmmetMaude,1636,23,T,T,T
AndersonEnos,1637,21,T,F,F
BurleyBryant,1638,51,T,F,F
RubenGardner,1639,52,F,F,F
PedroSanders,1640,21,T,T,F
RogerHarry,1641,33,T,F,T
ErnestEmil,1642,60,T,F,T
EldridgeLoren,1643,45,F,T,T
AlJones,1644,65,T,T,F
ArvilWylie,1645,73,F,F,F
WmEmmit,1646,57,T,F,T
SheldonSol,1647,27,F,F,F
BradyBruce,1648,89,T,F,F
GustLeland,1649,74,T,F,F
BlairIda,1650,30,T,F,F
FloydChancy,1651,91,T,T,T
SydneyPat,1652,98,T,F,T
ArtieGabriel,1653,75,T,F,T
GlenBilly,1654,95,T,T,F
MarvinIsiah,1655,85,T,F,F
DaleShirley,1656,69,T,F,F
LaurenceFreddie,1657,61,F,F,T
EmileHamp,1658,25,T,F,T
WinfieldOwen,1659,19,T,F,F
DillardClifton,1660,28,F,F,T
MiguelLuther,1661,32,F,F,T
RollaGlen,1662,63,T,F,F
OleCleon,1663,73,F,T,F
JessieMerton,1664,40,F,T,F
AntoneLoyd,1665,67,T,T,T
LuciousLorenz,1666,22,F,T,T
JasonFredrick,1667,82,F,T,F
SantiagoCoy,1668,38,T,T,T
LambertMat,1669,39,T,T,T
PearlMerritt,1670,61,T,T,T
FredNoah,1671,50,T,T,T
LucasChrist,1672,52,T,F,T
RupertEgbert,1673,89,T,T,F
HubertTimothy,1674,72,T,F,F
HalCaleb,1675,63,F,T,F
StevenAugusta,1676,40,T,T,T
ChrisSim,1677,99,T,T,T
GarnettRolland,1678,52,T,F,T
LonSanford,1679,93,F,F,T
WoodyRolland,1680,47,F,T,F
RamonDonnie,1681,62,F,F,F
JoseErick,1682,90,T,F,F
AddieSilas,1683,18,F,F,F
EltonLucien,1684,80,T,F,T
OranFrederic,1685,29,T,T,T
ElmoThomas,1686,98,F,F,T
MurphyAncel,1687,30,F,F,F
RolandMannie,1688,27,T,F,T
RollandBritt,1689,20,F,T,T
ClairSeth,1690,92,F,F,T
RichardFloyd,1691,69,F,T,T
LuciusFernando,1692,40,T,F,F
FranklinHal,1693,33,T,T,T
MeyerSanford,1694,28,T,T,F
AnthonyMathew,1695,84,F,T,T
WylieTitus,1696,22,T,T,F
ThurmanBlanche,1697,97,T,F,F
ElzieFletcher,1698,21,F,F,F
NealToy,1699,22,F,T,F
LeeEmmitt,1700,60,F,T,F
CarlosHobart,1701,24,T,T,F
ArtieSmith,1702,51,F,F,T
MahlonLawrence,1703,30,F,F,F
FlemingEmil,1704,79,T,F,T
DanaSteven,1705,43,F,T,T
JohnieMicheal,1706,53,F,T,T
EliParker,1707,34,F,T,T
GarfieldHubbard,1708,27,F,T,F
AbrahamLavern,1709,67,T,T,F
BertieGabriel,1710,85,F,F,T
MylesArnold,1711,22,T,F,T
RoswellSolomon,1712,87,T,T,F
MayAlpha,1713,97,T,T,T
WorthBerton,1714,68,T,F,T
LeoAlford,1715,55,F,T,F
MiloNeal,1716,75,T,F,T
HiltonMart,1717,35,T,T,T
TimNewman,1718,89,F,T,T
TomasChalmers,1719,85,T,F,T
ElvisOtt,1720,37,F,T,F
WinfredRollie,1721,95,F,F,T
AlexLincoln,1722,67,F,T,T
MaxwellSoloman,1723,92,T,T,T
LoyEric,1724,46,F,T,F
AutherWashington,1725,83,T,F,T
JessieDrew,1726,19,T,T,F
RutherfordOtis,1727,75,T,F,T
MylesAaron,1728,48,F,F,T
RolandLenard,1729,18,T,T,T
JayRuby,1730,39,F,T,F
AldenClaus,1731,69,F,F,T
RossWallace,1732,20,F,F,F
ColeyUlysses,1733,78,F,F,T
MasonGustave,1734,79,T,F,T
RoscoeMickey,1735,26,T,F,F
LemCliff,1736,98,F,T,T
JulesHouston,1737,28,T,F,F
AlphonseLincoln,1738,56,F,F,F
BusterLeslie,1739,62,T,T,T
CollinsWillard,1740,47,F,T,F
PhilSanders,1741,42,T,T,F
DempseyKing,1742,18,F,T,F
RayOrie,1743,24,F,F,T
BurtonAnna,1744,79,F,F,F
BlairFreddie,1745,92,T,T,F
LonieAmos,1746,90,F,T,F
JohnnyClayton,1747,62,F,F,T
EberSalvatore,1748,39,F,F,F
EmmettEldred,1749,84,F,F,F
CoyHollie,1750,61,T,F,T
IshamAdelbert,1751,85,T,T,F
SampsonVivian,1752,24,T,T,F
EddGrace,1753,61,F,T,F
OrinLovett,1754,20,F,F,F
LeonceAndres,1755,50,F,F,F
LuciousEmmet,1756,67,F,F,T
RubinSeymour,1757,71,F,T,T
FayEmerson,1758,42,F,F,T
KeithOtis,1759,20,F,T,F
MinorGail,1760,38,T,F,T
EwingManley,1761,78,F,T,F
HerbertElizabeth,1762,32,T,T,T
LavernePaul,1763,58,F,T,F
LyleClara,1764,19,F,T,F
JacobBoston,1765,77,T,T,F
DonnieCarlos,1766,34,T,T,F
EllaEssie,1767,68,T,T,T
EddJohnnie,1768,21,F,F,F
RowlandBob,1769,52,F,T,F
FreemanColonel,1770,52,F,T,T
MaySimon,1771,61,F,F,T
NoahReginald,1772,64,F,F,F
GarrettIsaac,1773,60,T,T,T
OsborneReginald,1774,78,F,T,T
WilliamErastus,1775,32,T,F,F
ChesterLaverne,1776,83,T,T,F
AbnerRocco,1777,62,T,F,T
ElijahTheodore,1778,38,F,T,F
ErnstIke,1779,29,F,T,T
JordanRamsey,1780,48,T,F,T
BennyAlford,1781,61,T,F,F
WaldoSammie,1782,48,T,T,T
HuntMarius,1783,64,T,F,T
WashAnton,1784,23,F,F,F
MoseScott,1785,55,F,T,F
OctaveDoc,1786,59,F,T,F
VanElroy,1787,97,T,F,F
JuniusOrlando,1788,55,F,T,F
EzekielAnnie,1789,61,F,F,T
IvyMillard,1790,88,T,T,F
AliceTed,1791,73,T,T,T
FlorenceAlden,1792,33,F,T,T
LenardLamar,1793,23,F,T,F
ThomasEvan,1794,63,T,F,F
ShelbyNoah,1795,36,T,T,F
LukeJarvis,1796,93,T,F,F
MansonTruman,1797,68,F,F,F
ElroyMose,1798,36,T,T,T
LuciousAron,1799,44,T,F,F
HerschelGranville,1800,90,F,F,F
ClintonJacob,1801,62,T,F,T
WalterColumbus,1802,22,F,T,T
CorneliusJeremiah,1803,68,T,T,T
GabrielElmore,1804,36,T,F,F
AnthonyWard,1805,58,T,F,F
PercySteve,1806,48,F,F,F
NoelAntonio,1807,38,F,T,F
MatMerle,1808,64,T,F,T
PorterHallie,1809,78,T,T,T
MarieCleo,1810,95,F,F,F
RossJackson,1811,38,F,F,F
DudleyFate,1812,98,F,F,F
JessFloyd,1813,87,F,T,F
JasperLoran,1814,85,T,T,F
EllieLuke,1815,90,F,T,T
GeraldToy,1816,98,F,T,F
SheldonHarrison,1817,48,F,T,F
JeanMaynard,1818,96,F,F,T
RudyRodney,1819,80,F,T,F
SylvesterReece,1820,54,F,F,T
GordonJosiah,1821,24,F,T,F
LevyHunter,1822,30,F,T,F
ChaunceyAnnie,1823,50,F,T,F
ClydeDudley,1824,40,T,F,T
LevyChrist,1825,86,T,F,F
RobtPles,1826,99,F,F,T
ShirleyChester,1827,41,F,T,F
EnriqueLewis,1828,72,T,T,T
BenjimanMarcellus,1829,24,F,T,F
OralHyman,1830,75,T,T,T
ErnstWillard,1831,82,F,F,T
WashingtonBuster,1832,32,T,T,F
CreedEmil,1833,59,T,T,F
LeroyMervin,1834,21,T,T,F
StevenOren,1835,37,F,F,T
GustavOscar,1836,43,T,T,F
ColeyAlvah,1837,31,T,T,T
